#Supplementary Data 2. All alternative splicing events for significantly differentially spliced genes between morphs of Pristionchus pacificus.																				  
Gene ID	Splice type	Chromosome	Strand	Exon start	Exon end	Upstream exon start	Upstream exon end	Downstream exon start	Downstream exon end	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference  
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12098014	12098047	12097188	12097257	12098143	12098182	"8,11,12,16"	"10,20,15,14"	"13,16,13,13"	"23,29,35,32"	111	78	0.000866976	0.015427315	"0.36,0.279,0.36,0.445"	"0.284,0.279,0.207,0.222"	0.113
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12097493	12097949	12097188	12097257	12098143	12098182	"69,80,68,54"	"10,20,15,14"	"74,94,75,71"	"23,29,35,32"	534	78	0.001298123	0.0220321	"0.502,0.369,0.398,0.36"	"0.32,0.321,0.238,0.245"	0.126
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12088356	12088401	12087823	12088114	12088566	12088726	"72,116,95,85"	"15,28,26,21"	"153,131,136,142"	"31,19,14,34"	123	78	0.001439869	0.02410483	"0.753,0.724,0.699,0.72"	"0.758,0.814,0.86,0.726"	-0.066
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12089101	12089288	12088794	12088922	12089975	12090076	"40,46,44,35"	"94,107,123,91"	"48,46,46,62"	"155,150,106,145"	265	78	0.002338126	0.037236572	"0.111,0.112,0.095,0.102"	"0.084,0.083,0.113,0.112"	0.007
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12087726	12087756	12087437	12087538	12087823	12088114	"11,23,21,11"	"34,36,31,23"	"12,25,26,18"	"35,30,31,41"	108	78	0.005826201	0.083171785	"0.189,0.316,0.329,0.257"	"0.198,0.376,0.377,0.241"	-0.025
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12098143	12098182	12097188	12097257	12098307	12098437	"23,33,27,22"	"103,136,141,110"	"38,56,58,44"	"167,143,155,154"	117	78	0.007276421	0.100742472	"0.13,0.139,0.113,0.118"	"0.132,0.207,0.2,0.16"	-0.05
UMM-S498-0.87-mRNA-1	SE	ChrII	-	12087726	12087759	12087437	12087538	12087823	12088114	"59,95,80,77"	"34,36,31,23"	"112,107,130,134"	"35,30,31,41"	111	78	0.027604072	0.294212067	"0.549,0.65,0.645,0.702"	"0.692,0.715,0.747,0.697"	-0.076
UMM-S50-1.60-mRNA-1	SE	ChrIII	+	12052282	12052399	12052097	12052195	12054145	12054259	"12,18,26,22"	"44,91,95,96"	"15,10,16,12"	"96,103,117,95"	195	78	2.89E-24	4.02E-22	"0.098,0.073,0.099,0.084"	"0.059,0.037,0.052,0.048"	0.04
UMM-S50-1.60-mRNA-1	SE	ChrIII	+	12055640	12055874	12055358	12055421	12056038	12056173	"4,2,2,1"	"44,47,60,57"	"5,9,6,9"	"47,41,47,50"	312	78	4.98E-13	3.37E-11	"0.022,0.011,0.008,0.004"	"0.026,0.052,0.031,0.043"	-0.027
UMM-S50-1.60-mRNA-1	SE	ChrIII	+	12055358	12055421	12054145	12054259	12056038	12056173	"69,89,122,105"	"10,28,21,16"	"70,88,103,95"	"45,39,36,38"	141	78	7.05E-07	2.51E-05	"0.792,0.637,0.763,0.784"	"0.463,0.555,0.613,0.58"	0.191
UMM-S50-1.60-mRNA-1	SE	ChrIII	+	12055640	12055829	12055358	12055421	12056038	12056173	"3,2,1,1"	"44,47,60,57"	"2,3,4,6"	"47,41,47,50"	267	78	0.00033813	0.006643423	"0.02,0.012,0.005,0.005"	"0.012,0.021,0.024,0.034"	-0.012
UMM-S50-1.60-mRNA-1	RI	ChrIII	+	12060439	12060641	12060439	12060515	12060567	12060641	"0,2,0,2"	"0,0,0,0"	"0,0,1,1"	"0,1,0,0"	130	78	0.019348335	0.112886858	"NA,1.0,NA,1.0"	"NA,0.0,1.0,1.0"	0.333
UMM-S50-10.65-mRNA-1	RI	ChrIII	-	12868205	12868438	12868205	12868257	12868329	12868438	"7,13,9,8"	"2,2,1,2"	"15,13,15,13"	"0,1,0,0"	150	78	0.00013249	0.001570524	"0.645,0.772,0.824,0.675"	"1.0,0.871,1.0,1.0"	-0.239
UMM-S50-14.18-mRNA-1	SE	ChrIII	-	13402747	13402850	13402275	13402340	13403273	13403486	"35,50,48,51"	"4,4,5,1"	"47,44,37,35"	"1,0,0,0"	181	78	3.51E-06	0.000111736	"0.79,0.843,0.805,0.956"	"0.953,1.0,1.0,1.0"	-0.14
UMM-S50-19.2-mRNA-1	SE	ChrIII	+	13851939	13852067	13851278	13851346	13852564	13852637	"11,24,21,13"	"4,5,3,5"	"17,9,8,14"	"6,5,4,3"	206	78	1.69E-05	0.000471535	"0.51,0.645,0.726,0.496"	"0.518,0.405,0.431,0.639"	0.096
UMM-S50-19.2-mRNA-1	RI	ChrIII	+	13869410	13869616	13869410	13869479	13869564	13869616	"2,0,0,3"	"6,10,2,3"	"0,0,0,1"	"3,5,8,6"	163	78	2.47E-05	0.000378004	"0.138,0.0,0.0,0.324"	"0.0,0.0,0.0,0.074"	0.097
UMM-S50-19.2-mRNA-1	SE	ChrIII	+	13851948	13852067	13851278	13851346	13852564	13852637	"29,37,34,27"	"4,5,3,5"	"27,17,17,24"	"6,5,4,3"	197	78	0.042144118	0.411023255	"0.742,0.746,0.818,0.681"	"0.641,0.574,0.627,0.76"	0.096
UMM-S50-2.23-mRNA-1	A5SS	ChrIII	-	12156935	12157023	12156941	12157023	12156499	12156605	"16,11,12,19"	"1,2,1,1"	"22,25,19,20"	"0,2,0,0"	84	78	6.85E-26	1.23E-23	"0.937,0.836,0.918,0.946"	"1.0,0.921,1.0,1.0"	-0.071
UMM-S50-2.23-mRNA-1	SE	ChrIII	-	12156178	12156265	12156039	12156133	12156499	12156605	"15,34,13,17"	"2,3,0,0"	"33,43,29,27"	"2,5,3,5"	165	78	0.003009284	0.04715305	"0.78,0.843,1.0,1.0"	"0.886,0.803,0.82,0.719"	0.099
UMM-S50-27.24-mRNA-1	SE	ChrIII	+	14626469	14626535	14626068	14626147	14627095	14627166	"44,43,46,44"	"12,16,13,13"	"30,25,28,33"	"10,16,10,18"	144	78	5.53E-09	2.63E-07	"0.665,0.593,0.657,0.647"	"0.619,0.458,0.603,0.498"	0.096
UMM-S50-27.24-mRNA-1	A3SS	ChrIII	+	14638698	14638770	14638720	14638770	14638415	14638514	"6,6,3,5"	"0,1,1,2"	"4,3,1,3"	"0,0,1,0"	100	78	0.018569242	0.261242326	"1.0,0.824,0.701,0.661"	"1.0,1.0,0.438,1.0"	-0.063
UMM-S50-42.15-mRNA-1	SE	ChrIII	+	16168972	16169059	16168813	16168884	16169148	16169217	"21,35,30,44"	"35,29,42,36"	"41,34,29,25"	"32,25,12,7"	165	78	0.000316339	0.006262756	"0.221,0.363,0.252,0.366"	"0.377,0.391,0.533,0.628"	-0.182
UMM-S50-44.12-mRNA-1	SE	ChrIII	-	16345151	16351811	16344980	16345094	16352012	16352065	"12,8,16,15"	"3,1,7,5"	"17,12,18,10"	"5,2,0,0"	6738	78	2.07E-15	1.66E-13	"0.044,0.085,0.026,0.034"	"0.038,0.065,1.0,1.0"	-0.478
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577306	12577208	12577282	12577424	12577540	"22,19,18,24"	"27,23,19,27"	"20,17,20,19"	"33,30,24,26"	102	78	1.45E-09	7.74E-08	"0.384,0.387,0.42,0.405"	"0.317,0.302,0.389,0.358"	0.057
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577366	12577208	12577306	12577424	12577540	"11,10,12,4"	"7,1,3,2"	"12,4,6,4"	"4,4,4,2"	138	78	1.61E-09	8.44E-08	"0.47,0.85,0.693,0.531"	"0.629,0.361,0.459,0.531"	0.141
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577354	12577208	12577306	12577424	12577540	"16,12,12,7"	"7,1,3,2"	"13,4,9,5"	"4,4,4,2"	126	78	1.62E-09	8.49E-08	"0.586,0.881,0.712,0.684"	"0.668,0.382,0.582,0.607"	0.156
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577354	12577208	12577297	12577424	12577540	"18,12,12,10"	"1,2,3,4"	"15,5,9,6"	"1,5,4,5"	135	78	2.39E-07	9.29E-06	"0.912,0.776,0.698,0.591"	"0.897,0.366,0.565,0.409"	0.185
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577366	12577208	12577297	12577424	12577540	"13,10,12,7"	"1,2,3,4"	"14,5,6,5"	"1,5,4,5"	147	78	2.50E-06	8.30E-05	"0.873,0.726,0.68,0.481"	"0.881,0.347,0.443,0.347"	0.185
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577306	12577208	12577297	12577424	12577540	"9,1,3,5"	"1,2,3,4"	"6,5,4,3"	"1,5,4,5"	87	78	9.07E-06	0.000273924	"0.89,0.31,0.473,0.528"	"0.843,0.473,0.473,0.35"	0.016
UMM-S50-6.45-mRNA-1	A5SS	ChrIII	+	12577208	12577297	12577208	12577282	12577424	12577540	"14,20,18,23"	"27,23,19,27"	"15,17,20,21"	"33,30,24,26"	93	78	0.008155915	0.095221756	"0.303,0.422,0.443,0.417"	"0.276,0.322,0.411,0.404"	0.043
UMM-S50-7.47-mRNA-1	A5SS	ChrIII	-	12617911	12618129	12618046	12618129	12617786	12617857	"43,57,63,67"	"6,6,2,4"	"56,39,50,54"	"1,1,2,2"	213	78	2.84E-46	1.51E-43	"0.724,0.777,0.92,0.86"	"0.954,0.935,0.902,0.908"	-0.105
UMM-S50-7.47-mRNA-1	SE	ChrIII	-	12617911	12618003	12617786	12617857	12618046	12618129	"197,222,216,235"	"6,6,2,4"	"193,206,203,190"	"1,1,2,2"	170	78	3.47E-10	1.88E-08	"0.938,0.944,0.98,0.964"	"0.989,0.99,0.979,0.978"	-0.027
UMM-S50-7.47-mRNA-1	A3SS	ChrIII	-	12615523	12615766	12615523	12615636	12615836	12615964	"0,0,0,0"	"0,0,1,1"	"0,0,1,0"	"0,0,0,0"	208	78	6.08E-05	0.002003353	"NA,NA,0.0,0.0"	"NA,NA,1.0,NA"	-1
UMM-S50-7.47-mRNA-1	RI	ChrIII	-	12617911	12618129	12617911	12618003	12618046	12618129	"6,12,4,9"	"160,177,157,177"	"10,4,11,11"	"147,171,164,147"	121	78	0.035315632	0.182092965	"0.024,0.042,0.016,0.032"	"0.042,0.015,0.041,0.046"	-0.008
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11138098	11138208	11138098	11138190	11138817	11138874	"58,73,64,49"	"1,3,5,1"	"79,59,66,68"	"6,3,2,4"	96	78	3.87E-07	1.44E-05	"0.979,0.952,0.912,0.975"	"0.915,0.941,0.964,0.932"	0.017
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11137957	11138199	11137957	11138190	11138817	11138874	"18,26,21,16"	"1,3,5,1"	"30,22,20,23"	"6,3,2,4"	87	78	8.65E-05	0.001688307	"0.942,0.886,0.79,0.935"	"0.818,0.868,0.9,0.838"	0.032
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11137957	11138151	11137957	11138136	11138817	11138874	"24,20,16,17"	"24,31,31,33"	"18,22,10,15"	"39,39,57,39"	93	78	0.000612775	0.010117849	"0.456,0.351,0.302,0.302"	"0.279,0.321,0.128,0.244"	0.11
UMM-S504-0.46-mRNA-1	RI	ChrV	+	11141044	11141277	11141044	11141093	11141215	11141277	"10,11,13,11"	"91,103,127,90"	"13,18,17,10"	"112,104,119,123"	200	78	0.012343534	0.079215063	"0.041,0.04,0.038,0.045"	"0.043,0.063,0.053,0.031"	-0.007
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11137957	11138190	11137957	11138136	11138817	11138874	"38,60,55,37"	"24,31,31,33"	"48,46,49,40"	"39,39,57,39"	132	78	0.015744943	0.160690176	"0.483,0.534,0.512,0.399"	"0.421,0.411,0.337,0.377"	0.095
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11137957	11138199	11137957	11138136	11138817	11138874	"55,83,71,52"	"24,31,31,33"	"72,65,67,59"	"39,39,57,39"	141	78	0.021459998	0.203499126	"0.559,0.597,0.559,0.466"	"0.505,0.48,0.394,0.456"	0.087
UMM-S504-0.46-mRNA-1	A5SS	ChrV	+	11138098	11138208	11138098	11138136	11138817	11138874	"95,130,114,85"	"24,31,31,33"	"121,102,113,104"	"39,39,57,39"	150	78	0.025665024	0.233882447	"0.673,0.686,0.657,0.573"	"0.617,0.576,0.508,0.581"	0.077
UMM-S554-0.5-mRNA-1	A5SS	ChrV	+	11311707	11311815	11311707	11311776	11311858	11311971	"169,185,168,180"	"40,26,21,33"	"179,165,174,195"	"20,24,30,28"	117	78	4.89E-09	2.43E-07	"0.738,0.826,0.842,0.784"	"0.856,0.821,0.795,0.823"	-0.026
UMM-S554-0.5-mRNA-1	RI	ChrV	+	11311587	11311776	11311587	11311666	11311707	11311776	"41,54,42,64"	"160,225,181,164"	"38,43,40,55"	"206,186,200,197"	119	78	6.81E-07	1.42E-05	"0.144,0.136,0.132,0.204"	"0.108,0.132,0.116,0.155"	0.026
UMM-S554-0.5-mRNA-1	RI	ChrV	+	11311741	11311971	11311741	11311776	11311858	11311971	"38,53,56,47"	"40,26,21,33"	"56,68,64,68"	"20,24,30,28"	160	78	0.000293283	0.003214445	"0.317,0.498,0.565,0.41"	"0.577,0.58,0.51,0.542"	-0.105
UMM-S554-0.5-mRNA-1	RI	ChrV	+	11311741	11311960	11311741	11311815	11311858	11311960	"2,7,3,0"	"133,139,115,133"	"3,4,8,7"	"126,101,118,134"	121	78	0.033359437	0.174325128	"0.01,0.031,0.017,0.0"	"0.015,0.025,0.042,0.033"	-0.014
UMM-S57-0.4-mRNA-1	SE	ChrI	+	31785519	31785591	31785070	31785173	31785782	31785887	"14,16,17,24"	"11,13,15,7"	"17,26,26,40"	"8,7,5,7"	150	78	9.42E-07	3.31E-05	"0.398,0.39,0.371,0.641"	"0.525,0.659,0.73,0.748"	-0.215
UMM-S57-10.59-mRNA-1	A5SS	ChrI	+	32784591	32784810	32784591	32784680	32784871	32784966	"3,5,2,2"	"3,4,2,2"	"0,1,2,5"	"0,1,0,0"	208	78	7.51E-113	4.12E-109	"0.273,0.319,0.273,0.273"	"NA,0.273,1.0,1.0"	-0.473
UMM-S57-10.59-mRNA-1	A3SS	ChrI	+	32784724	32784926	32784871	32784926	32784591	32784680	"35,46,53,37"	"3,4,2,2"	"38,36,53,38"	"0,1,0,0"	225	78	1.90E-05	0.000729241	"0.802,0.799,0.902,0.865"	"1.0,0.926,1.0,1.0"	-0.139
UMM-S57-10.59-mRNA-1	SE	ChrI	+	32784724	32784810	32784591	32784680	32784871	32784966	"32,34,37,29"	"3,4,2,2"	"35,30,37,31"	"0,1,0,0"	164	78	2.40E-05	0.000651414	"0.835,0.802,0.898,0.873"	"1.0,0.935,1.0,1.0"	-0.132
UMM-S57-10.59-mRNA-1	SE	ChrI	+	32784724	32784791	32784591	32784680	32784871	32784926	"47,55,52,46"	"3,4,2,2"	"50,50,64,44"	"0,1,0,0"	145	78	0.000246371	0.005028095	"0.894,0.881,0.933,0.925"	"1.0,0.964,1.0,1.0"	-0.083
UMM-S57-10.59-mRNA-1	RI	ChrI	+	32784724	32784926	32784724	32784791	32784871	32784926	"6,16,21,13"	"18,25,20,22"	"5,11,16,11"	"18,25,29,17"	158	78	0.016155009	0.097855598	"0.141,0.24,0.341,0.226"	"0.121,0.178,0.214,0.242"	0.048
UMM-S57-17.51-mRNA-1	A3SS	ChrI	-	33502187	33502368	33502187	33502311	33502415	33502449	"69,89,65,79"	"7,5,2,16"	"51,45,50,37"	"10,9,13,12"	135	78	1.48E-08	8.79E-07	"0.851,0.911,0.949,0.74"	"0.747,0.743,0.69,0.64"	0.158
UMM-S57-25.74-mRNA-1	A3SS	ChrI	+	34282028	34282199	34282055	34282199	34281862	34281952	"9,8,5,12"	"192,200,151,188"	"3,3,3,8"	"25,58,65,32"	105	78	1.34E-16	1.60E-14	"0.034,0.029,0.024,0.045"	"0.082,0.037,0.033,0.157"	-0.044
UMM-S57-25.74-mRNA-1	A3SS	ChrI	+	34284100	34284239	34284164	34284239	34283822	34284049	"18,15,19,20"	"95,101,104,81"	"21,21,13,30"	"28,33,46,44"	142	78	6.61E-09	4.05E-07	"0.094,0.075,0.091,0.119"	"0.292,0.259,0.134,0.272"	-0.144
UMM-S57-25.74-mRNA-1	A5SS	ChrI	+	34281216	34281471	34281216	34281430	34281553	34281628	"401,422,358,388"	"7,10,9,12"	"80,142,86,86"	"2,7,7,5"	119	78	0.000413657	0.007034732	"0.974,0.965,0.963,0.955"	"0.963,0.93,0.89,0.919"	0.039
UMM-S57-25.74-mRNA-1	RI	ChrI	+	34284164	34284372	34284164	34284239	34284309	34284372	"14,18,9,9"	"211,194,179,197"	"10,11,11,14"	"98,73,104,93"	148	78	0.003857391	0.030771175	"0.034,0.047,0.026,0.024"	"0.051,0.074,0.053,0.074"	-0.03
UMM-S57-3.27-mRNA-1	RI	ChrI	+	31986085	31986325	31986085	31986167	31986213	31986325	"92,90,104,115"	"87,94,84,87"	"69,74,87,71"	"94,116,89,107"	124	78	6.94E-05	0.000913476	"0.399,0.376,0.438,0.454"	"0.316,0.286,0.381,0.294"	0.098
UMM-S57-31.59-mRNA-1	SE	ChrI	-	34884179	34884311	34878738	34878819	34884673	34884817	"8,11,25,7"	"3,3,2,0"	"15,15,12,6"	"4,8,4,7"	210	78	3.58E-05	0.000941841	"0.498,0.577,0.823,1.0"	"0.582,0.411,0.527,0.241"	0.284
UMM-S57-31.59-mRNA-1	SE	ChrI	-	34879048	34883261	34878738	34878819	34884673	34884817	"61,65,88,67"	"3,3,2,0"	"64,72,60,47"	"4,8,4,7"	4291	78	6.13E-05	0.001499319	"0.27,0.283,0.444,1.0"	"0.225,0.141,0.214,0.109"	0.327
UMM-S57-31.59-mRNA-1	RI	ChrI	-	34888076	34888265	34888076	34888115	34888169	34888265	"0,0,0,1"	"0,0,1,0"	"0,0,2,1"	"0,1,0,0"	132	78	0.019610957	0.114164565	"NA,NA,0.0,1.0"	"NA,0.0,1.0,1.0"	-0.167
UMM-S57-36.6-mRNA-1	SE	ChrI	-	35313373	35313469	35312855	35312958	35314029	35314116	"42,47,35,45"	"2,4,2,3"	"21,12,16,14"	"5,1,2,3"	174	78	7.96E-05	0.001776131	"0.904,0.84,0.887,0.871"	"0.653,0.843,0.782,0.677"	0.137
UMM-S57-36.6-mRNA-1	SE	ChrI	-	35313415	35313469	35312855	35312958	35314029	35314116	"19,21,15,18"	"2,4,2,3"	"12,5,10,9"	"5,1,2,3"	132	78	0.03171625	0.330372606	"0.849,0.756,0.816,0.78"	"0.586,0.747,0.747,0.639"	0.12
UMM-S57-48.36-mRNA-3	A3SS	ChrI	+	36555559	36555796	36555562	36555796	36555145	36555241	"36,47,46,37"	"5,11,8,5"	"22,18,20,24"	"9,9,11,8"	81	78	1.10E-07	5.90E-06	"0.874,0.804,0.847,0.877"	"0.702,0.658,0.636,0.743"	0.166
UMM-S57-48.36-mRNA-3	A5SS	ChrI	+	36555749	36555826	36555749	36555796	36556189	36556224	"40,45,44,45"	"4,8,6,7"	"24,29,28,16"	"5,11,6,3"	108	78	0.00025863	0.004617744	"0.878,0.802,0.841,0.823"	"0.776,0.656,0.771,0.794"	0.087
UMM-S57-48.36-mRNA-3	RI	ChrI	+	36555559	36555796	36555559	36555670	36555749	36555796	"3,8,6,5"	"27,34,40,32"	"2,7,4,5"	"22,15,22,20"	157	78	0.000266924	0.002947149	"0.052,0.105,0.069,0.072"	"0.043,0.188,0.083,0.11"	-0.032
UMM-S57-48.36-mRNA-3	SE	ChrI	+	36556189	36556214	36555145	36555241	36556286	36556342	"0,0,0,1"	"0,0,1,0"	"0,0,0,1"	"0,0,0,1"	103	78	0.024251108	0.265669361	"NA,NA,0.0,1.0"	"NA,NA,NA,0.431"	0.069
UMM-S60-12.20-mRNA-1	SE	ChrV	-	2385031	2385175	2384725	2384798	2385450	2385531	"18,26,28,30"	"12,13,12,9"	"15,9,11,10"	"9,5,10,10"	222	78	1.74E-22	2.21E-20	"0.345,0.413,0.45,0.539"	"0.369,0.387,0.279,0.26"	0.113
UMM-S60-12.20-mRNA-1	SE	ChrV	-	2385117	2385175	2384725	2384798	2385450	2385531	"17,23,27,31"	"12,13,12,9"	"15,9,11,10"	"9,5,10,10"	136	78	8.54E-19	8.45E-17	"0.448,0.504,0.563,0.664"	"0.489,0.508,0.387,0.364"	0.108
UMM-S60-12.20-mRNA-1	A3SS	ChrV	-	2385899	2385992	2385899	2385977	2386183	2386281	"6,1,3,4"	"17,34,18,32"	"2,0,2,1"	"20,21,17,7"	93	78	2.02E-12	1.71E-10	"0.228,0.024,0.123,0.095"	"0.077,0.0,0.09,0.107"	0.049
UMM-S60-12.20-mRNA-1	A5SS	ChrV	-	2393195	2393300	2393201	2393300	2392697	2392829	"13,20,30,25"	"6,5,11,8"	"9,13,10,2"	"6,6,10,2"	84	78	0.000248558	0.004452406	"0.668,0.788,0.717,0.744"	"0.582,0.668,0.481,0.481"	0.176
UMM-S60-12.20-mRNA-1	SE	ChrV	-	2391326	2391374	2390963	2391097	2391511	2391601	"1,4,9,2"	"8,7,5,10"	"4,4,2,5"	"4,2,3,1"	126	78	0.005056479	0.073906859	"0.072,0.261,0.527,0.11"	"0.382,0.553,0.292,0.756"	-0.253
UMM-S60-12.20-mRNA-1	A5SS	ChrV	-	2385031	2385175	2385117	2385175	2384725	2384798	"1,3,2,0"	"0,0,0,1"	"1,0,0,0"	"1,0,0,0"	164	78	0.011358661	0.125409975	"1.0,1.0,1.0,0.0"	"0.322,NA,NA,NA"	0.428
UMM-S60-12.20-mRNA-1	A3SS	ChrV	-	2391887	2391950	2391887	2391944	2392697	2392829	"9,21,17,21"	"5,6,14,12"	"11,15,9,12"	"5,6,9,9"	84	78	0.045775951	0.520648592	"0.626,0.765,0.53,0.619"	"0.671,0.699,0.481,0.553"	0.034
UMM-S60-12.20-mRNA-1	A3SS	ChrV	-	2386183	2386290	2386183	2386281	2388182	2388312	"1,3,8,8"	"31,50,51,48"	"3,1,3,3"	"37,26,32,13"	87	78	0.045813704	0.520824788	"0.028,0.051,0.123,0.13"	"0.068,0.033,0.078,0.171"	-0.004
UMM-S60-12.20-mRNA-1	A3SS	ChrV	-	2391758	2391824	2391758	2391821	2391887	2391950	"6,11,15,16"	"12,26,26,26"	"13,16,7,10"	"18,15,14,10"	81	78	0.049723924	0.554603829	"0.325,0.289,0.357,0.372"	"0.41,0.507,0.325,0.491"	-0.098
UMM-S60-22.50-mRNA-1	A3SS	ChrV	-	3325571	3325697	3325571	3325679	3326010	3326136	"11,15,17,15"	"5,4,9,7"	"10,15,13,6"	"3,1,2,1"	96	78	8.58E-05	0.00235971	"0.641,0.753,0.605,0.635"	"0.73,0.924,0.841,0.83"	-0.173
UMM-S60-22.50-mRNA-1	A3SS	ChrV	-	3325571	3325685	3325571	3325676	3326010	3326136	"1,0,2,3"	"6,5,10,7"	"0,0,1,0"	"9,1,7,2"	87	78	0.009826138	0.157352721	"0.13,0.0,0.152,0.278"	"0.0,0.0,0.114,0.0"	0.112
UMM-S60-22.50-mRNA-1	A3SS	ChrV	-	3325571	3325679	3325571	3325676	3326010	3326136	"5,4,10,8"	"6,5,10,7"	"3,1,2,1"	"9,1,7,2"	81	78	0.010984634	0.172828853	"0.445,0.435,0.491,0.524"	"0.243,0.491,0.216,0.325"	0.155
UMM-S60-22.50-mRNA-1	A3SS	ChrV	-	3325571	3325685	3325571	3325679	3326010	3326136	"1,0,1,2"	"5,4,9,7"	"0,0,1,0"	"3,1,2,1"	84	78	0.023123897	0.312179287	"0.157,0.0,0.094,0.21"	"0.0,0.0,0.317,0.0"	0.036
UMM-S60-4.15-mRNA-1	A3SS	ChrV	+	1546954	1547138	1547054	1547138	1546645	1546809	"21,11,25,17"	"2,1,0,3"	"23,20,20,27"	"0,0,0,1"	178	78	4.03E-21	6.11E-19	"0.821,0.828,1.0,0.713"	"1.0,1.0,1.0,0.922"	-0.14
UMM-S60-4.15-mRNA-1	RI	ChrV	+	1547708	1547955	1547708	1547798	1547843	1547955	"1,1,1,2"	"27,18,19,20"	"0,1,1,8"	"23,28,24,30"	123	78	6.76E-13	2.96E-11	"0.023,0.034,0.032,0.06"	"0.0,0.022,0.026,0.145"	-0.011
UMM-S60-4.15-mRNA-1	RI	ChrV	+	1543275	1543416	1543275	1543287	1543329	1543416	"4,5,6,3"	"1,8,2,4"	"0,0,5,0"	"3,5,1,1"	120	78	9.53E-05	0.001168176	"0.722,0.289,0.661,0.328"	"0.0,0.0,0.765,0.0"	0.309
UMM-S60-4.15-mRNA-1	RI	ChrV	+	1548041	1548239	1548041	1548134	1548187	1548239	"4,6,9,2"	"2,2,2,2"	"6,7,9,7"	"1,2,4,1"	131	78	0.009209731	0.063026847	"0.544,0.641,0.728,0.373"	"0.781,0.676,0.573,0.806"	-0.138
UMM-S60-4.15-mRNA-1	SE	ChrV	+	1546954	1547003	1546645	1546809	1547054	1547138	"25,26,32,28"	"2,1,0,3"	"35,29,41,51"	"0,0,0,1"	127	78	0.038779608	0.386883347	"0.885,0.941,1.0,0.851"	"1.0,1.0,1.0,0.969"	-0.073
UMM-S60-4.38-mRNA-1	SE	ChrV	-	1598809	1598908	1598552	1598639	1599043	1599106	"62,71,69,69"	"8,7,12,8"	"42,60,37,32"	"11,19,3,9"	177	78	3.96E-39	1.15E-36	"0.774,0.817,0.717,0.792"	"0.627,0.582,0.845,0.61"	0.109
UMM-S60-4.38-mRNA-1	A3SS	ChrV	-	1597691	1597826	1597691	1597814	1598253	1598385	"12,12,14,11"	"1,2,3,2"	"9,5,4,3"	"6,3,1,0"	90	78	8.82E-10	6.03E-08	"0.912,0.839,0.802,0.827"	"0.565,0.591,0.776,1.0"	0.112
UMM-S60-43.20-mRNA-1	RI	ChrV	-	5473035	5473206	5473035	5473062	5473116	5473206	"3,5,2,4"	"23,19,28,19"	"0,0,1,0"	"2,3,0,1"	132	78	1.69E-21	1.38E-19	"0.072,0.135,0.04,0.111"	"0.0,0.0,1.0,0.0"	-0.16
UMM-S60-43.20-mRNA-1	A3SS	ChrV	-	5472787	5472889	5472787	5472855	5473116	5473206	"26,22,27,16"	"8,9,10,8"	"2,1,2,1"	"1,1,0,0"	112	78	7.85E-05	0.002171115	"0.694,0.63,0.653,0.582"	"0.582,0.411,1.0,1.0"	-0.109
UMM-S60-43.20-mRNA-1	SE	ChrV	-	5472296	5472379	5472123	5472250	5472421	5472570	"42,33,46,34"	"1,5,0,2"	"2,4,3,2"	"0,0,0,0"	161	78	0.003104742	0.048373698	"0.953,0.762,1.0,0.892"	"1.0,1.0,1.0,1.0"	-0.098
UMM-S60-43.20-mRNA-1	A5SS	ChrV	-	5473035	5473206	5473116	5473206	5472638	5472855	"1,3,1,2"	"8,9,10,8"	"0,0,0,0"	"1,1,0,0"	159	78	0.032501772	0.279250609	"0.058,0.141,0.047,0.109"	"0.0,0.0,NA,NA"	0.089
UMM-S60-6.18-mRNA-1	A3SS	ChrV	-	1711955	1712094	1711955	1712033	1712156	1712243	"72,88,78,72"	"7,7,3,6"	"74,69,75,85"	"0,1,6,2"	139	78	2.38E-49	1.69E-46	"0.852,0.876,0.936,0.871"	"1.0,0.975,0.875,0.96"	-0.069
