"","A10_S18_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A11_S21_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A7_S12_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A9_S15_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B10_S19_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B11_S22_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B7_S13_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B9_S16_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C2_S6_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C7_S14_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D0_S1_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D1_S4_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D3_S8_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D4_S10_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D5_S11_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E0_S2_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E1_S5_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E2_S7_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","F10_S20_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam"
"dp_gene15899",6,5,7,11,11,19,25,9,27,12,13,22,4,10,18,15,11,9,1
"dp_gene15900",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene15901",476,483,258,283,223,253,237,188,199,167,110,66,49,21,84,83,87,91,123
"dp_gene15902",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15903",1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15904",0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0
"dp_gene15905",1,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,0,1
"dp_gene15906",3,3,3,3,2,3,1,0,2,1,2,9,0,0,2,3,6,5,2
"dp_gene15907",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene15908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15909",0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene15910",0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
"dp_gene15911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15912",0,2,2,3,3,3,1,0,1,0,1,6,0,0,0,1,3,5,2
"dp_gene15913",0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,1,0
"dp_gene15914",0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,2,1,1
"dp_gene15915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15916",0,0,1,1,1,0,1,1,0,6,1,4,0,1,0,1,1,0,0
"dp_gene15917",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
"dp_gene15919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15921",25,37,40,41,95,96,150,70,139,133,106,94,43,23,125,108,65,71,121
"dp_gene15922",85,90,54,43,78,84,115,48,87,70,42,30,7,23,47,71,76,58,34
"dp_gene15923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15924",430,386,302,217,385,423,593,322,402,361,178,192,53,62,199,281,315,229,121
"dp_gene15925",0,0,0,0,1,0,2,0,0,8,5,10,0,0,6,25,24,8,7
"dp_gene15926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"dp_gene15927",400,351,302,270,226,278,484,268,435,415,383,505,121,311,632,920,541,626,805
"dp_gene15928",82,84,98,97,77,84,141,96,65,87,27,33,8,17,35,20,16,13,7
"dp_gene15929",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4
"dp_gene15930",1,0,1,0,5,1,7,1,3,4,1,1,0,1,1,2,0,3,0
"dp_gene15931",0,2,0,0,0,1,4,0,1,1,2,2,0,0,3,1,2,4,6
"dp_gene15932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene15933",0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,3,7
"dp_gene15934",3,2,2,0,4,3,20,2,7,9,3,2,0,2,5,5,2,8,4
"dp_gene15935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene15936",0,0,0,0,0,0,4,0,1,1,1,0,0,0,2,1,2,1,1
"dp_gene15937",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene15938",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,4
"dp_gene15939",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15940",2,0,0,0,0,0,0,3,0,2,2,0,0,0,1,0,0,0,1
"dp_gene15941",0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,7,1,7,2
"dp_gene15942",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene15943",25,10,11,5,8,7,9,5,2,17,4,6,0,6,6,4,2,0,9
"dp_gene15944",1,1,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0
"dp_gene15945",9,0,1,0,5,0,3,2,1,1,3,2,0,6,0,3,0,0,6
"dp_gene15946",2,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,0
"dp_gene15947",0,0,0,0,0,3,7,6,5,4,5,0,13,3,3,9,18,4,2
"dp_gene15948",200,242,188,280,431,519,807,414,735,608,526,446,139,182,578,766,644,517,651
"dp_gene15949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15951",0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0
"dp_gene15952",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"dp_gene15953",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene15954",21,15,18,16,25,22,36,16,35,23,22,40,7,9,31,41,64,35,4
"dp_gene15955",84,110,100,165,143,203,337,187,209,260,84,90,25,71,91,71,55,65,14
"dp_gene15956",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15957",1,5,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
"dp_gene15958",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15959",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
"dp_gene15960",0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
"dp_gene15961",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"dp_gene15962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene15963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15964",0,6,5,6,6,9,7,2,0,2,0,3,0,1,2,6,17,11,5
"dp_gene15965",2,15,26,21,79,72,110,45,71,98,47,64,15,29,73,61,47,50,12
"dp_gene15966",136,118,126,108,222,223,258,147,276,285,267,370,115,197,469,348,303,232,112
"dp_gene15967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15968",174,179,187,192,285,314,411,239,363,382,316,408,132,200,503,389,354,260,122
"dp_gene15969",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene15970",3,18,30,30,85,78,122,56,86,98,59,93,7,35,76,73,57,50,14
"dp_gene15971",1,0,0,0,1,2,2,0,0,0,0,1,3,1,0,9,5,6,4
"dp_gene15972",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene15973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15974",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15975",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dp_gene15979",0,6,2,3,18,28,32,16,4,12,17,7,0,5,21,15,8,16,1
"dp_gene15980",0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"dp_gene15981",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"dp_gene15982",0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,9,5,3,9
"dp_gene15983",0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,4,2,0
"dp_gene15984",2,3,6,14,15,27,23,12,20,24,15,20,7,13,19,30,18,25,15
"dp_gene15985",1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1
"dp_gene15986",6,12,9,3,5,3,7,6,3,1,0,2,0,1,0,1,1,1,9
"dp_gene15987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15988",1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1
"dp_gene15989",0,7,4,3,19,30,42,19,7,16,17,13,0,5,30,16,11,18,1
"dp_gene15990",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2
"dp_gene15991",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15992",0,9,5,15,64,60,114,50,112,95,93,123,29,56,123,183,146,138,92
"dp_gene15993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15994",1,1,2,4,26,41,42,32,29,17,23,13,0,1,25,25,23,17,25
"dp_gene15995",0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene15996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene15997",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene15998",0,0,1,0,2,4,3,1,13,0,6,6,0,1,2,6,11,10,4
"dp_gene15999",0,0,0,2,1,0,3,0,0,0,0,1,0,3,2,2,0,0,0
"dp_gene16000",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16001",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16003",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16005",0,4,4,7,2,8,7,8,0,1,1,1,0,2,7,4,2,1,2
"dp_gene16006",0,4,3,6,2,3,8,8,0,1,1,1,0,2,7,4,1,1,2
"dp_gene16007",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16009",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16010",0,0,0,0,0,0,5,0,1,0,2,0,0,0,5,1,0,0,0
"dp_gene16011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16012",60,75,68,63,198,242,414,156,312,280,147,185,55,56,224,180,123,152,70
"dp_gene16013",74,92,79,72,210,260,439,161,324,300,164,182,73,55,224,196,144,162,74
"dp_gene16014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16015",2,1,3,5,4,13,7,4,4,7,1,2,0,1,3,3,0,2,5
"dp_gene16016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16017",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16018",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16021",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16022",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16024",4,0,0,0,1,1,0,3,0,0,0,4,3,0,4,3,8,0,0
"dp_gene16025",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16026",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16027",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16028",0,0,0,0,1,1,0,3,0,0,0,1,3,0,4,0,7,0,0
"dp_gene16029",0,0,1,0,1,0,3,1,1,0,0,0,0,0,0,0,2,2,0
"dp_gene16030",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"dp_gene16031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
"dp_gene16033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16034",2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"dp_gene16035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16038",0,1,5,2,4,4,8,7,8,5,10,24,3,6,11,18,28,10,5
"dp_gene16039",0,0,0,0,1,1,4,0,3,1,0,6,0,4,1,1,1,0,3
"dp_gene16040",0,3,1,3,16,17,23,7,11,15,12,14,5,0,16,9,4,15,12
"dp_gene16041",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,1,7,2
"dp_gene16042",0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,4,5,5
"dp_gene16043",3,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16044",1,2,2,0,0,0,0,1,1,0,1,2,0,0,0,0,1,3,0
"dp_gene16045",0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,7,3,4,3
"dp_gene16046",3,2,1,1,0,1,0,0,0,2,1,0,0,0,2,0,2,2,0
"dp_gene16047",11,10,16,11,18,20,12,10,16,29,8,18,0,9,16,10,7,6,10
"dp_gene16048",3,1,1,1,2,0,3,0,0,8,1,1,0,0,1,0,0,0,0
"dp_gene16049",1,2,3,1,4,3,0,0,5,8,2,1,0,0,6,9,12,1,6
"dp_gene16050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16052",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"dp_gene16055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16056",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
"dp_gene16057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16058",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"dp_gene16059",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"dp_gene16060",0,0,1,0,1,1,0,2,1,0,0,0,3,0,1,0,1,1,0
"dp_gene16061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16062",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16063",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16070",27,20,14,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16071",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"dp_gene16072",24,13,12,15,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene16073",0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16075",0,12,11,32,162,191,210,153,172,132,54,34,18,13,70,68,36,26,47
"dp_gene16076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16077",0,1,0,1,2,0,1,2,0,0,0,2,0,0,1,0,1,0,2
"dp_gene16078",2,0,0,4,2,0,1,2,2,1,4,3,0,0,1,5,1,0,5
"dp_gene16079",4,9,2,2,6,5,5,2,6,4,9,2,4,3,4,10,13,10,6
"dp_gene16080",0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
"dp_gene16081",2,0,4,0,0,0,1,0,1,1,4,2,0,1,1,6,3,3,0
"dp_gene16082",2,1,1,3,1,1,6,1,7,0,1,2,0,0,2,0,3,1,0
"dp_gene16083",1,2,3,0,4,7,3,3,6,2,4,7,0,3,7,8,1,4,2
"dp_gene16084",3,4,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"dp_gene16085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16090",177,132,184,146,153,162,190,97,135,122,83,62,8,13,99,97,58,73,78
"dp_gene16091",371,473,518,556,433,625,925,511,661,669,318,394,125,181,382,368,329,252,165
"dp_gene16092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16094",1,5,3,4,2,3,3,1,3,3,1,6,1,4,2,7,7,4,5
"dp_gene16095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16097",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16098",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16100",1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16101",0,2,0,3,8,8,3,2,6,2,1,5,0,0,7,1,0,0,2
"dp_gene16102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16103",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16104",8,6,11,7,33,23,60,18,40,29,37,74,12,42,58,89,119,116,5
"dp_gene16105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16107",3,6,13,14,48,44,81,29,70,43,40,51,23,16,69,92,83,77,48
"dp_gene16108",1,1,1,1,2,2,0,0,0,2,0,1,0,3,1,2,0,0,1
"dp_gene16109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16110",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16111",0,2,3,5,14,40,32,23,63,48,84,87,14,34,83,157,138,118,93
"dp_gene16112",0,1,0,0,1,0,3,1,0,0,0,0,0,3,0,1,4,2,22
"dp_gene16113",7,28,29,34,86,88,83,63,66,51,15,11,2,7,34,23,7,6,12
"dp_gene16114",0,0,2,0,9,4,11,3,0,15,5,1,2,3,5,3,0,0,2
"dp_gene16115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16116",1,7,7,13,25,34,72,16,44,36,24,27,10,18,49,67,47,46,43
"dp_gene16117",1,2,1,1,2,2,5,1,0,4,0,2,0,1,2,0,0,1,0
"dp_gene16118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16119",0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene16120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16121",5,4,12,6,18,23,31,11,18,25,28,42,11,34,45,91,80,65,43
"dp_gene16122",6,6,2,2,2,4,1,2,1,0,2,1,0,0,2,1,2,2,7
"dp_gene16123",0,0,3,0,1,2,5,1,0,0,0,1,0,0,0,2,0,0,2
"dp_gene16124",0,1,1,1,1,3,1,3,0,2,0,0,0,0,2,0,0,2,0
"dp_gene16125",0,0,1,1,1,0,2,2,1,2,2,0,0,0,0,3,0,0,2
"dp_gene16126",122,95,98,64,21,25,49,23,18,33,10,22,10,6,13,6,20,15,6
"dp_gene16127",0,0,2,1,77,65,202,66,95,157,158,65,13,12,170,172,21,79,262
"dp_gene16128",1,1,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,1
"dp_gene16129",2,8,3,11,4,14,9,1,9,11,1,9,0,0,4,3,2,3,4
"dp_gene16130",0,0,0,1,2,0,1,1,2,1,1,0,0,0,1,0,0,1,0
"dp_gene16131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16134",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16135",0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16136",0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5,4,0,0
"dp_gene16137",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16139",0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene16140",335,236,191,171,50,65,87,56,114,71,127,134,44,52,152,156,142,100,43
"dp_gene16141",1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16143",0,1,0,0,2,1,1,0,3,0,0,0,0,0,0,1,3,0,0
"dp_gene16144",2,17,12,14,58,54,86,29,43,52,46,26,2,11,27,42,55,81,14
"dp_gene16145",0,1,2,0,8,8,18,4,6,10,9,20,4,2,8,19,39,19,4
"dp_gene16146",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
"dp_gene16147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16148",0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2,1,0,1
"dp_gene16149",8,5,8,8,4,4,10,4,2,3,0,1,0,1,1,4,0,2,3
"dp_gene16150",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16151",0,3,3,0,3,8,2,2,2,3,0,0,0,0,1,0,0,0,1
"dp_gene16152",2,0,2,1,0,0,3,0,2,3,0,1,0,0,0,0,0,2,0
"dp_gene16153",274,347,368,364,362,369,586,381,357,402,133,174,70,75,197,98,72,48,8
"dp_gene16154",6,7,7,9,21,4,14,6,13,10,1,1,0,0,0,0,0,0,3
"dp_gene16155",109,153,126,222,189,200,182,150,132,134,54,38,10,12,35,32,24,26,78
"dp_gene16156",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene16157",296,453,487,637,788,926,1207,916,915,972,300,318,102,134,379,279,222,232,158
"dp_gene16158",2,11,16,30,27,27,30,13,11,8,16,9,0,6,20,11,6,16,8
"dp_gene16159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16160",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16161",0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"dp_gene16162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16163",0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"dp_gene16164",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"dp_gene16165",0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"dp_gene16166",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16167",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"dp_gene16168",1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4
"dp_gene16169",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,0
"dp_gene16170",0,1,0,0,0,0,0,0,0,0,4,1,1,3,2,1,0,1,4
"dp_gene16171",0,0,0,0,0,0,0,0,1,0,3,4,0,2,4,1,1,0,1
"dp_gene16172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16173",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene16174",0,1,1,1,5,0,1,0,1,1,2,1,0,0,5,2,0,0,0
"dp_gene16175",4,3,1,4,0,0,3,0,3,3,4,8,0,0,5,9,15,5,6
"dp_gene16176",1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
"dp_gene16177",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,4,0,2
"dp_gene16178",5,2,2,1,2,1,3,1,2,1,5,6,0,7,6,11,9,5,1
"dp_gene16179",1,1,2,1,0,0,1,0,1,1,0,1,3,0,0,4,3,1,2
"dp_gene16180",27,6,7,6,15,10,20,19,12,30,8,16,3,7,11,20,3,10,18
