UMM-S273-2.27-mRNA-1	GO:0008289 
UMM-S521-0.89-mRNA-1	GO:0003723
UMM-S521-0.72-mRNA-1	GO:0016301
UMM-S442-2.107-mRNA-1	GO:0005737
UMM-S442-2.106-mRNA-1	GO:0006506
UMM-S442-2.117-mRNA-1	GO:0016021
UMM-S442-2.104-mRNA-1	GO:0002098
UMM-S442-2.103-mRNA-2	GO:0008289
UMS-S442-2.41-mRNA-1	GO:0005874
UMM-S442-2.18-mRNA-1	GO:0006468
UMM-S442-2.100-mRNA-1	GO:0008476
UMM-S442-2.109-mRNA-1	GO:0016020
UMM-S442-2.108-mRNA-1	GO:0016021
UMS-S442-2.32-mRNA-1	GO:0005524
UMA-S442-2.63-mRNA-1	GO:0016192
UMM-S442-1.15-mRNA-1	GO:0016021
UMM-S442-1.80-mRNA-1	GO:0034755
UMM-S442-1.6-mRNA-1	GO:0005762
UMM-S442-1.13-mRNA-1	GO:0003676
UMM-S442-1.12-mRNA-1	GO:0016020
UMM-S442-1.66-mRNA-2	GO:0006369
UMM-S442-1.74-mRNA-1	GO:0006511
UMS-S442-1.49-mRNA-1	GO:0003887
UMM-S442-1.7-mRNA-1	GO:0005635
UMM-S442-1.0-mRNA-1	GO:0030247
UMM-S442-0.33-mRNA-1	GO:0016020
UMM-S2868-8.48-mRNA-2	GO:0003677
UMM-S442-0.16-mRNA-1	GO:0003677
UMM-S442-0.26-mRNA-1	GO:0008201
UMM-S442-0.25-mRNA-1	GO:0016021
UMM-S442-0.6-mRNA-1	GO:0005634
UMM-S13-92.21-mRNA-1	GO:0005634
UMA-S517-0.15-mRNA-1	GO:0005634
UMM-S442-0.30-mRNA-1	GO:0005524
UMM-S442-0.5-mRNA-1	GO:0005654
UMM-S442-0.20-mRNA-1	GO:0008593
UMS-S442-0.53-mRNA-1	GO:0016020
UMM-S442-0.0-mRNA-1	GO:0018095
UMM-S50-0.0-mRNA-1	GO:0003676
UMM-S2864-5.33-mRNA-1	GO:0016410
UMM-S13-0.29-mRNA-1	GO:1990883
UMM-S10-93.110-mRNA-1	GO:0007275
UMM-S504-0.7-mRNA-1	GO:0005524
UMM-S2840-44.6-mRNA-2	GO:0006412
UMM-S2844-26.68-mRNA-1	GO:0016021
UMM-S2844-26.43-mRNA-2	GO:0016020
UMM-S283-8.24-mRNA-1	GO:0016021
UMM-S2844-26.42-mRNA-1	GO:0016021
UMM-S2844-26.41-mRNA-1	GO:0016020
UMM-S71-1.43-mRNA-1	GO:0019722
UMM-S2844-26.58-mRNA-3	GO:0019722
UMM-S394-3.72-mRNA-1	GO:0019722
UMM-S2844-26.57-mRNA-1	GO:0003756
UMM-S2844-26.33-mRNA-1	GO:0005975
UMM-S293-10.11-mRNA-1	GO:0003676
UMM-S293-10.10-mRNA-1	GO:0016020
UMM-S2854-12.33-mRNA-1	GO:0016020
UMM-S2844-26.40-mRNA-1	GO:0016020
UMM-S2844-26.39-mRNA-1	GO:0016020
UMM-S429-2.95-mRNA-1	GO:0016020
UMM-S2844-26.51-mRNA-1	GO:0016020
UMM-S2844-26.38-mRNA-1	GO:0016021
UMM-S2844-26.50-mRNA-1	GO:0016020
UMS-S2844-26.5-mRNA-1	GO:0016020
UMM-S2844-26.49-mRNA-1	GO:0016020
UMS-S2844-26.0-mRNA-1	GO:0016020
UMM-S2844-26.37-mRNA-1	GO:0016020
UMM-S2844-25.15-mRNA-1	GO:0005230
UMS-S2844-24.12-mRNA-1	GO:0016021
UMM-S2844-24.32-mRNA-1	GO:0017128
UMM-S2844-24.31-mRNA-1	GO:0016020
UMM-S2844-24.42-mRNA-1	GO:0016021
UMM-S2844-24.41-mRNA-1	GO:0003682
UMM-S10-44.13-mRNA-1	GO:0003682
UMM-S10-44.4-mRNA-1	GO:0003682
UMM-S2867-0.23-mRNA-1	GO:0003682
UMM-S2844-24.48-mRNA-1	GO:0005506
UMM-S2844-23.3-mRNA-1	GO:0055114
UMM-S2844-23.0-mRNA-1	GO:0005634
UMM-S2844-23.29-mRNA-1	GO:0005736
UMM-S2844-22.21-mRNA-1	GO:0016020
UMA-S2844-22.51-mRNA-1	GO:0016021
UMM-S2844-22.14-mRNA-1	GO:0018107
UMM-S2844-22.26-mRNA-1	GO:0042981
UMM-S2844-22.3-mRNA-1	GO:0016020
UMM-S13-7.70-mRNA-1	GO:0046872
UMM-S2844-21.13-mRNA-1	GO:0046872
UMM-S2844-22.10-mRNA-2	GO:0031674
UMM-S2844-21.23-mRNA-1	GO:0016787
UMM-S2844-22.22-mRNA-1	GO:0016787
UMM-S2844-21.19-mRNA-1	GO:0016787
UMM-S57-18.7-mRNA-1	GO:0006468
UMM-S325-0.15-mRNA-1	GO:0003735
UMM-S250-11.62-mRNA-1	GO:0003735
UMM-S13-76.13-mRNA-1	GO:0003735
UMM-S2861-7.11-mRNA-1	GO:0018024
UMM-S2861-7.12-mRNA-1	GO:0016020
UMM-S2838-15.98-mRNA-1	GO:0016020
UMS-S2861-7.46-mRNA-1	GO:0016021
UMM-S2861-7.8-mRNA-1	GO:0016021
UMS-S2861-7.44-mRNA-1	GO:0016020
UMM-S2861-7.17-mRNA-1	GO:0016020
UMM-S398-0.0-mRNA-1	GO:0055085
UMM-S398-0.23-mRNA-1	GO:0042302
UMM-S41-2.19-mRNA-1	GO:0006623
UMM-S41-2.55-mRNA-1	GO:0006623
UMM-S2838-2.46-mRNA-1	GO:0016539
UMM-S398-1.25-mRNA-1	GO:0016539
UMS-S398-1.39-mRNA-1	GO:0005739
UMM-S398-1.33-mRNA-1	GO:0022625
UMM-S398-1.28-mRNA-1	GO:0016021
UMM-S2857-7.24-mRNA-1	GO:0016021
UMS-S398-1.44-mRNA-1	GO:0016021
UMM-S398-1.30-mRNA-1	GO:0006979
UMM-S398-1.35-mRNA-1	GO:0016021
UMS-S397-3.46-mRNA-1	GO:0005509
UMM-S398-2.30-mRNA-1	GO:0005509
UMM-S398-2.31-mRNA-1	GO:0005802
UMM-S473-0.45-mRNA-1	GO:0005828
UMM-S398-2.0-mRNA-1	GO:0005828
UMM-S398-2.9-mRNA-1	GO:0004430
UMS-S398-2.44-mRNA-1	GO:0023014
UMM-S398-2.3-mRNA-1	GO:0006082
UMM-S398-2.10-mRNA-2	GO:0046872
UMM-S398-3.0-mRNA-1	GO:0008194
UMM-S2840-40.50-mRNA-1	GO:0016021
UMM-S2840-41.14-mRNA-1	GO:0016021
UMM-S398-3.15-mRNA-1	GO:0016021
UMM-S2840-41.15-mRNA-1	GO:0016020
UMM-S2838-2.4-mRNA-1	GO:0016021
UMM-S2838-39.59-mRNA-1	GO:0016021
UMM-S2840-41.34-mRNA-1	GO:0016021
UMM-S2838-35.73-mRNA-1	GO:0016020
UMM-S398-3.4-mRNA-1	GO:0016020
UMM-S2840-40.40-mRNA-1	GO:0016020
UMM-S2840-41.13-mRNA-1	GO:0016020
UMM-S398-3.31-mRNA-1	GO:0016020
UMM-S2840-41.11-mRNA-1	GO:0016020
UMA-S2840-41.2-mRNA-1	GO:0016020
UMM-S398-3.20-mRNA-1	GO:0016020
UMA-S398-3.70-mRNA-1	GO:0003677
UMM-S398-3.10-mRNA-1	GO:0016021
UMM-S398-3.11-mRNA-1	GO:0016021
UMM-S398-4.128-mRNA-1	GO:0016020
UMM-S398-4.108-mRNA-1	GO:1990817
UMS-S2857-5.43-mRNA-1	GO:0006886
UMM-S398-4.131-mRNA-1	GO:0005615
UMM-S2840-81.56-mRNA-1	GO:0005615
UMM-S398-4.137-mRNA-1	GO:0004383
UMM-S398-4.139-mRNA-1	GO:0005615
UMM-S407-3.8-mRNA-1	GO:0005615
UMA-S2840-81.84-mRNA-1	GO:0042302
UMM-S2838-29.91-mRNA-1	GO:0016021
UMM-S398-4.158-mRNA-1	GO:0016740
UMM-S398-4.159-mRNA-1	GO:0016021
UMM-S398-4.102-mRNA-1	GO:0003676
UMM-S398-4.161-mRNA-1	GO:0031012
UMM-S398-4.164-mRNA-1	GO:0016020
UMM-S398-4.148-mRNA-1	GO:0006644
UMM-S2840-82.42-mRNA-1	GO:0016021
UMM-S398-4.125-mRNA-1	GO:0006508
UMM-S2840-82.44-mRNA-1	GO:0004190
UMM-S398-4.126-mRNA-1	GO:0004190
UMM-S398-4.127-mRNA-1	GO:0005615
UMM-S398-4.150-mRNA-1	GO:0016021
UMS-S2840-82.103-mRNA-1	GO:0016021
UMM-S2845-0.12-mRNA-1	GO:0016021
UMM-S2840-83.55-mRNA-1	GO:0016787
UMM-S2845-0.14-mRNA-2	GO:0016787
UMA-S212-6.12-mRNA-1	GO:0016021
UMS-S296-7.43-mRNA-1	GO:0016021
UMM-S50-50.29-mRNA-1	GO:0016021
UMM-S2845-0.3-mRNA-1	GO:0016021
UMS-S7-29.22-mRNA-1	GO:0016021
UMS-S7-45.36-mRNA-1	GO:0016021
UMA-S2844-29.3-mRNA-1	GO:0016021
UMA-S2840-74.55-mRNA-1	GO:0016021
UMM-S296-5.40-mRNA-1	GO:0016740
UMA-S435-2.22-mRNA-1	GO:0022857
UMM-S2854-1.75-mRNA-1	GO:0016020
UMM-S2854-2.33-mRNA-1	GO:0005220
UMS-S233-13.11-mRNA-1	GO:0009890
UMS-S2854-3.50-mRNA-1	GO:0009890
UMM-S2854-3.24-mRNA-1	GO:0009890
UMM-S2854-3.34-mRNA-1	GO:0046872
UMM-S233-9.44-mRNA-1	GO:0016021
UMM-S233-9.45-mRNA-1	GO:0016021
UMM-S2840-23.19-mRNA-1	GO:0016021
UMM-S2854-4.21-mRNA-1	GO:0003676
UMM-S2847-17.12-mRNA-1	GO:0005886
UMM-S2844-26.53-mRNA-1	GO:0005886
UMM-S2847-25.45-mRNA-1	GO:0005886
UMM-S2852-2.10-mRNA-1	GO:0005886
UMM-S2854-4.98-mRNA-1	GO:0010469
UMM-S13-5.22-mRNA-1	GO:0005576
UMM-S2854-4.23-mRNA-1	GO:0003677
UMM-S2854-4.44-mRNA-1	GO:0030194
UMA-S2840-42.5-mRNA-1	GO:0016020
UMM-S2854-5.0-mRNA-1	GO:0020037
UMM-S285-5.53-mRNA-1	GO:0020037
UMM-S2854-5.50-mRNA-1	GO:0034976
UMM-S2854-5.42-mRNA-1	GO:1902476
UMM-S2854-5.43-mRNA-1	GO:0003677
UMM-S2854-5.41-mRNA-1	GO:0005524
UMM-S2854-5.14-mRNA-1	GO:0005524
UMM-S2854-6.30-mRNA-1	GO:0016021
UMM-S2854-6.33-mRNA-1	GO:0003677
UMM-S2854-6.34-mRNA-1	GO:0016021
UMM-S2854-6.29-mRNA-1	GO:0016021
UMM-S2854-6.35-mRNA-1	GO:0016020
UMM-S41-13.7-mRNA-1	GO:0016020
UMM-S2840-16.54-mRNA-1	GO:0016020
UMS-S2854-7.23-mRNA-1	GO:0003676
UMM-S2854-7.68-mRNA-1	GO:0003677
UMM-S328-5.5-mRNA-1	GO:0003677
UMM-S2854-7.69-mRNA-1	GO:0003677
UMM-S2854-7.58-mRNA-1	GO:0003676
UMM-S2854-7.71-mRNA-1	GO:0003676
UMM-S2854-7.72-mRNA-1	GO:0003676
UMS-S2854-7.36-mRNA-1	GO:0030246
UMM-S2854-7.61-mRNA-1	GO:0030246
UMM-S2854-7.84-mRNA-1	GO:0003676
UMM-S2854-7.54-mRNA-1	GO:0016021
UMM-S2854-7.56-mRNA-1	GO:0016020
UMM-S2854-7.89-mRNA-2	GO:0034220
UMM-S2854-7.90-mRNA-1	GO:0017183
UMM-S2854-8.0-mRNA-1	GO:0016567
UMA-S2838-38.10-mRNA-1	GO:0010951
UMM-S2838-38.25-mRNA-1	GO:0010951
UMM-S2864-12.49-mRNA-1	GO:0016021
UMM-S341-1.46-mRNA-1	GO:0004672
UMA-S230-18.32-mRNA-1	GO:0052856
UMM-S13-45.27-mRNA-1	GO:0006468
UMM-S13-45.28-mRNA-1	GO:0000027
UMM-S13-46.15-mRNA-1	GO:0005886
UMM-S13-46.25-mRNA-1	GO:0016021
UMM-S13-46.19-mRNA-1	GO:0004181
UMM-S13-46.36-mRNA-1	GO:0003678
UMM-S13-47.18-mRNA-1	GO:0005739
UMA-S13-47.38-mRNA-1	GO:0005751
UMM-S13-47.63-mRNA-1	GO:0004504
UMA-S13-47.44-mRNA-1	GO:0004504
UMM-S13-47.64-mRNA-1	GO:0005634
UMS-S13-47.16-mRNA-1	GO:0007286
UMM-S13-47.66-mRNA-1	GO:0005886
UMM-S13-48.0-mRNA-1	GO:0005615
UMM-S66-22.42-mRNA-1	GO:0005615
UMM-S13-48.45-mRNA-1	GO:0005615
UMM-S394-4.85-mRNA-1	GO:0005634
UMM-S13-48.38-mRNA-1	GO:0005634
UMM-S13-48.46-mRNA-1	GO:0005525
UMA-S13-48.54-mRNA-1	GO:0030687
UMM-S13-48.47-mRNA-1	GO:0003677
UMM-S285-0.16-mRNA-1	GO:0003677
UMM-S13-48.4-mRNA-1	GO:0003826
UMM-S13-48.15-mRNA-1	GO:0016021
UMM-S7-43.29-mRNA-1	GO:0016021
UMM-S41-40.12-mRNA-1	GO:0016021
UMM-S2840-45.86-mRNA-1	GO:0016021
UMM-S13-48.6-mRNA-1	GO:0006470
UMM-S13-49.24-mRNA-1	GO:0016787
UMM-S13-48.16-mRNA-1	GO:0003676
UMS-S13-81.7-mRNA-1	GO:0003676
UMS-S289-7.37-mRNA-1	GO:0005739
UMS-S10-84.15-mRNA-1	GO:0005739
UMM-S66-30.22-mRNA-1	GO:0003735
UMS-S13-50.15-mRNA-1	GO:0016018
UMM-S13-50.33-mRNA-1	GO:0016021
UMM-S13-50.23-mRNA-1	GO:0016021
UMM-S13-50.41-mRNA-1	GO:0016021
UMM-S13-50.25-mRNA-1	GO:0016020
UMM-S212-4.48-mRNA-1	GO:0016020
UMS-S13-50.11-mRNA-1	GO:0004084
UMM-S13-51.29-mRNA-1	GO:0016021
UMM-S13-51.30-mRNA-1	GO:0016021
UMM-S13-51.3-mRNA-1	GO:0042738
UMM-S13-51.8-mRNA-1	GO:0016798
UMM-S13-51.39-mRNA-1	GO:0016298
UMM-S2840-15.67-mRNA-1	GO:0016298
UMM-S13-51.32-mRNA-1	GO:0044255
UMM-S13-51.33-mRNA-1	GO:0016021
UMM-S13-51.34-mRNA-1	GO:0016021
UMM-S2840-100.21-mRNA-1	GO:0016758
UMM-S13-52.49-mRNA-1	GO:0006915
UMS-S13-4.12-mRNA-1	GO:0003676
UMM-S2852-0.10-mRNA-1	GO:0003676
UMA-S2868-13.61-mRNA-1	GO:0016021
UMM-S2868-13.5-mRNA-1	GO:0006811
UMM-S2868-23.51-mRNA-1	GO:0006811
UMA-S2868-13.58-mRNA-1	GO:0005230
UMA-S2868-13.56-mRNA-1	GO:0005789
UMM-S2868-12.44-mRNA-1	GO:0004003
UMM-S2868-12.43-mRNA-1	GO:0005736
UMM-S2868-12.52-mRNA-1	GO:0016021
UMM-S2868-12.65-mRNA-1	GO:0016021
UMM-S2868-12.40-mRNA-1	GO:0016021
UMS-S2859-0.13-mRNA-1	GO:0016021
UMS-S10-33.30-mRNA-1	GO:0016021
UMS-S230-16.39-mRNA-1	GO:0016021
UMM-S2838-24.0-mRNA-1	GO:0016021
UMM-S2868-12.38-mRNA-1	GO:0017128
UMM-S2868-12.48-mRNA-1	GO:0005737
UMM-S2868-12.47-mRNA-1	GO:0045987
UMM-S2868-11.42-mRNA-1	GO:0017128
UMM-S196-20.18-mRNA-1	GO:0017128
UMM-S2840-67.23-mRNA-1	GO:0017128
UMA-S2868-11.16-mRNA-1	GO:0017121
UMA-S2868-11.15-mRNA-1	GO:0017128
UMM-S2868-11.39-mRNA-4	GO:0017121
UMM-S2868-11.38-mRNA-1	GO:0003676
UMM-S2868-11.30-mRNA-2	GO:0006629
UMM-S2868-11.21-mRNA-1	GO:0005737
UMM-S2868-11.28-mRNA-1	GO:0005747
UMM-S576-0.48-mRNA-2	GO:0016020
UMM-S13-10.61-mRNA-1	GO:0016020
UMM-S13-7.63-mRNA-1	GO:0016020
UMS-S2868-11.50-mRNA-1	GO:0016020
UMM-S2868-10.20-mRNA-1	GO:0005856
UMM-S2840-77.50-mRNA-1	GO:0016020
UMM-S2868-10.8-mRNA-1	GO:0016020
UMM-S2868-10.13-mRNA-1	GO:0016020
UMM-S2868-10.16-mRNA-1	GO:0000281
UMM-S2868-9.45-mRNA-1	GO:0004842
UMS-S230-19.15-mRNA-1	GO:0016747
UMM-S41-65.31-mRNA-1	GO:0016747
UMM-S2868-9.42-mRNA-1	GO:0016747
UMM-S2868-9.65-mRNA-1	GO:0016747
UMS-S2868-9.23-mRNA-1	GO:0015031
UMM-S112-20.23-mRNA-1	GO:0015031
UMA-S2868-16.49-mRNA-1	GO:0016020
UMA-S41-10.49-mRNA-1	GO:0005764
UMM-S2868-9.61-mRNA-1	GO:0005764
UMM-S2868-9.60-mRNA-1	GO:0001578
UMM-S2868-9.71-mRNA-1	GO:0016021
UMM-S2868-9.69-mRNA-1	GO:0006888
UMM-S2868-8.36-mRNA-1	GO:0016020
UMM-S2868-7.23-mRNA-1	GO:0046872
UMM-S2868-19.19-mRNA-1	GO:0046872
UMM-S2868-7.28-mRNA-1	GO:0000166
UMM-S2868-6.52-mRNA-1	GO:0016021
UMA-S2868-6.60-mRNA-1	GO:0016020
UMM-S41-40.16-mRNA-1	GO:0004620
UMA-S2840-79.33-mRNA-1	GO:0016787
UMM-S57-10.66-mRNA-1	GO:0016787
UMM-S2845-16.41-mRNA-1	GO:0016787
UMM-S57-10.59-mRNA-1	GO:0016787
UMS-S57-11.15-mRNA-1	GO:0006508
UMM-S57-11.36-mRNA-1	GO:0008270
UMS-S57-11.30-mRNA-1	GO:0005813
UMM-S57-11.37-mRNA-1	GO:0007084
UMM-S57-11.54-mRNA-1	GO:0008237
UMM-S57-11.64-mRNA-1	GO:0005856
UMM-S212-1.9-mRNA-1	GO:0016020
UMM-S57-12.62-mRNA-1	GO:0016020
UMA-S57-12.20-mRNA-1	GO:0016020
UMM-S57-12.55-mRNA-1	GO:0009263
UMM-S57-12.4-mRNA-1	GO:0000973
UMM-S57-12.56-mRNA-1	GO:0000973
UMM-S57-12.6-mRNA-1	GO:0003735
UMA-S2840-10.7-mRNA-1	GO:0003735
UMM-S57-12.13-mRNA-1	GO:0004930
UMA-S57-12.31-mRNA-1	GO:0016787
UMM-S57-12.15-mRNA-1	GO:0016538
UMM-S57-12.70-mRNA-1	GO:0008270
UMM-S57-13.10-mRNA-1	GO:0005913
UMM-S57-13.61-mRNA-1	GO:0043039
UMM-S57-13.69-mRNA-1	GO:0018108
UMM-S57-13.62-mRNA-1	GO:0016021
UMM-S57-13.63-mRNA-1	GO:0016021
UMA-S2854-15.48-mRNA-1	GO:0006397
UMM-S57-13.8-mRNA-1	GO:0006397
UMM-S57-13.15-mRNA-1	GO:0006486
UMM-S57-13.9-mRNA-1	GO:0006486
UMM-S273-6.12-mRNA-1	GO:0042302
UMM-S57-14.46-mRNA-1	GO:0042302
UMM-S57-14.44-mRNA-1	GO:0042302
UMM-S57-14.47-mRNA-1	GO:0016020
UMM-S57-14.14-mRNA-2	GO:0010951
UMM-S57-15.2-mRNA-1	GO:0000166
UMM-S57-15.14-mRNA-1	GO:0022627
UMM-S57-15.13-mRNA-1	GO:0022627
UMM-S57-15.20-mRNA-1	GO:0042626
UMM-S57-15.21-mRNA-1	GO:0016021
UMM-S57-15.8-mRNA-1	GO:0016021
UMM-S57-15.29-mRNA-1	GO:0005829
UMA-S57-16.22-mRNA-1	GO:0016020
UMM-S57-16.74-mRNA-2	GO:0006821
UMM-S57-16.65-mRNA-1	GO:0006396
UMA-S2840-50.41-mRNA-1	GO:0005634
UMA-S139-25.59-mRNA-1	GO:0005634
UMA-S2840-1.74-mRNA-1	GO:0005634
UMM-S57-16.75-mRNA-1	GO:0005634
UMA-S2840-13.4-mRNA-1	GO:0005634
UMA-S2840-50.44-mRNA-1	GO:0005634
UMA-S2838-23.74-mRNA-1	GO:0005634
UMM-S57-16.77-mRNA-1	GO:0017137
UMM-S2840-1.64-mRNA-1	GO:0017137
UMS-S71-42.34-mRNA-1	GO:0017137
UMM-S57-16.49-mRNA-1	GO:0007040
UMM-S57-16.70-mRNA-3	GO:0016020
UMM-S57-16.71-mRNA-1	GO:0004674
UMM-S57-16.52-mRNA-7	GO:0046872
UMM-S57-17.55-mRNA-1	GO:0016020
UMM-S57-17.38-mRNA-1	GO:0016887
UMM-S57-17.43-mRNA-1	GO:0046872
UMM-S57-17.58-mRNA-1	GO:0046872
UMA-S57-17.7-mRNA-1	GO:0046872
UMS-S57-17.28-mRNA-1	GO:0003824
UMM-S57-17.61-mRNA-2	GO:0016021
UMM-S57-17.63-mRNA-1	GO:0016787
UMM-S7-83.25-mRNA-1	GO:0006511
UMM-S7-83.28-mRNA-1	GO:0006511
UMM-S2857-0.30-mRNA-1	GO:0006508
UMM-S2840-52.19-mRNA-1	GO:0008289
UMM-S2840-52.31-mRNA-1	GO:0008289
UMM-S10-38.21-mRNA-1	GO:0008289
UMM-S7-50.2-mRNA-1	GO:0016020
UMM-S7-50.28-mRNA-1	GO:0003676
UMM-S7-49.9-mRNA-1	GO:0043186
UMM-S7-49.8-mRNA-1	GO:0005666
UMM-S2844-50.34-mRNA-1	GO:0042149
UMM-S7-49.7-mRNA-1	GO:0016020
UMM-S7-49.1-mRNA-1	GO:0004435
UMM-S139-19.39-mRNA-1	GO:0003723
UMM-S7-49.38-mRNA-1	GO:0003723
UMM-S7-49.0-mRNA-1	GO:0008654
UMS-S7-48.41-mRNA-1	GO:0017087
UMA-S7-48.5-mRNA-1	GO:0004095
UMM-S7-48.26-mRNA-1	GO:0007186
UMM-S7-48.12-mRNA-1	GO:0072542
UMA-S2842-1.46-mRNA-1	GO:0072542
UMM-S7-48.25-mRNA-2	GO:0005509
UMM-S7-48.10-mRNA-1	GO:0016021
UMM-S7-47.64-mRNA-1	GO:0070006
UMM-S7-47.19-mRNA-1	GO:0016020
UMM-S7-47.18-mRNA-1	GO:0006470
UMM-S7-47.71-mRNA-2	GO:0004067
UMA-S7-47.50-mRNA-1	GO:0004930
UMM-S7-47.59-mRNA-1	GO:0005615
UMM-S7-47.66-mRNA-1	GO:0004222
UMM-S7-46.15-mRNA-1	GO:0005794
UMM-S57-9.7-mRNA-1	GO:0006486
UMM-S7-46.19-mRNA-1	GO:0016021
UMM-S7-46.75-mRNA-1	GO:0008270
UMM-S7-46.74-mRNA-1	GO:0052857
UMA-S2852-13.31-mRNA-1	GO:0052857
UMM-S7-46.71-mRNA-1	GO:0016020
UMM-S7-46.10-mRNA-1	GO:0016020
UMM-S7-46.80-mRNA-1	GO:0016020
UMM-S7-46.65-mRNA-1	GO:0005737
UMM-S7-42.2-mRNA-1	GO:0016020
UMM-S7-42.11-mRNA-1	GO:0016020
UMM-S7-46.62-mRNA-1	GO:0016705
UMM-S7-45.14-mRNA-1	GO:0020037
UMS-S7-46.41-mRNA-1	GO:0020037
UMM-S7-45.72-mRNA-1	GO:0016021
UMM-S7-45.8-mRNA-1	GO:0006811
UMM-S7-45.7-mRNA-1	GO:0016020
UMM-S2840-45.23-mRNA-1	GO:0016021
UMM-S2840-40.48-mRNA-1	GO:0016021
UMM-S7-45.11-mRNA-1	GO:0016020
UMM-S2840-13.39-mRNA-1	GO:0016020
UMM-S336-8.97-mRNA-1	GO:0005840
UMA-S233-10.6-mRNA-1	GO:0005840
UMM-S41-64.73-mRNA-1	GO:0005840
UMM-S7-45.2-mRNA-1	GO:0005840
UMM-S2847-26.17-mRNA-1	GO:0005840
UMM-S7-45.0-mRNA-1	GO:0016021
UMM-S7-44.9-mRNA-1	GO:0016021
UMM-S7-44.8-mRNA-1	GO:0005856
UMM-S7-44.41-mRNA-1	GO:0016021
UMA-S7-44.29-mRNA-1	GO:0016788
UMA-S2840-77.18-mRNA-1	GO:0016788
UMM-S7-44.1-mRNA-1	GO:0003676
UMA-S7-44.26-mRNA-1	GO:0016746
UMM-S7-19.2-mRNA-1	GO:0016746
UMS-S7-43.104-mRNA-1	GO:0042626
UMM-S7-43.70-mRNA-1	GO:0016020
UMM-S7-43.53-mRNA-1	GO:0006468
UMM-S7-43.52-mRNA-1	GO:0016021
UMS-S7-43.88-mRNA-1	GO:0016020
UMM-S7-43.43-mRNA-1	GO:0016020
UMM-S7-43.42-mRNA-1	GO:0016021
UMM-S7-43.61-mRNA-1	GO:0016021
UMM-S7-43.36-mRNA-1	GO:0003941
UMM-S7-43.59-mRNA-1	GO:0016020
UMM-S7-43.46-mRNA-1	GO:0016021
UMM-S7-42.64-mRNA-1	GO:0016020
UMM-S60-43.46-mRNA-1	GO:0016020
UMM-S7-42.9-mRNA-1	GO:0043044
UMM-S7-42.8-mRNA-1	GO:0005524
UMM-S230-11.24-mRNA-3	GO:0005524
UMM-S7-41.11-mRNA-1	GO:0016021
UMM-S7-41.12-mRNA-1	GO:0016021
UMM-S7-39.11-mRNA-1	GO:0016021
UMM-S7-42.0-mRNA-1	GO:0016021
UMM-S7-42.55-mRNA-1	GO:0016021
UMM-S7-41.77-mRNA-1	GO:0016020
UMM-S7-11.47-mRNA-1	GO:0016021
UMM-S2845-5.64-mRNA-1	GO:0016021
UMM-S13-93.3-mRNA-1	GO:0016021
UMA-S7-41.49-mRNA-1	GO:0016021
UMM-S2840-74.89-mRNA-1	GO:0016021
UMM-S394-4.84-mRNA-1	GO:0016021
UMS-S2840-87.61-mRNA-1	GO:0016021
UMM-S71-14.2-mRNA-1	GO:0016758
UMM-S7-41.60-mRNA-1	GO:0016758
UMM-S7-41.2-mRNA-1	GO:0003676
UMM-S7-41.1-mRNA-1	GO:0003676
UMM-S7-41.56-mRNA-1	GO:0003676
UMM-S7-41.15-mRNA-1	GO:0003676
UMM-S7-41.4-mRNA-1	GO:0003676
UMM-S7-41.66-mRNA-1	GO:0005879
UMM-S7-40.6-mRNA-1	GO:0004560
UMM-S2840-14.47-mRNA-1	GO:0003676
UMA-S7-40.35-mRNA-1	GO:0003676
UMS-S41-60.58-mRNA-1	GO:0003676
UMM-S7-78.20-mRNA-1	GO:0003676
UMA-S7-40.34-mRNA-1	GO:0003676
UMA-S2840-15.11-mRNA-1	GO:0003676
UMS-S2840-7.13-mRNA-1	GO:0003676
UMM-S7-40.15-mRNA-1	GO:0016020
UMA-S2868-22.0-mRNA-1	GO:0005525
UMM-S7-40.75-mRNA-1	GO:0006935
UMM-S7-40.60-mRNA-1	GO:0018107
UMA-S2840-50.51-mRNA-1	GO:0052857
UMA-S2840-50.57-mRNA-1	GO:0052857
UMA-S2840-50.53-mRNA-1	GO:0052857
UMA-S2840-50.55-mRNA-1	GO:0052857
UMA-S10-23.3-mRNA-1	GO:0052857
UMM-S7-40.2-mRNA-1	GO:0052857
UMA-S7-40.25-mRNA-1	GO:0052857
UMA-S2840-28.18-mRNA-1	GO:0052857
UMA-S2840-72.61-mRNA-1	GO:0052857
UMA-S13-18.26-mRNA-1	GO:0052857
UMA-S2840-44.35-mRNA-1	GO:0052857
UMM-S7-39.54-mRNA-1	GO:0003676
UMM-S7-39.52-mRNA-1	GO:0003676
UMM-S7-39.61-mRNA-1	GO:0005254
UMM-S7-38.3-mRNA-1	GO:0055085
UMM-S7-38.36-mRNA-1	GO:0005509
UMM-S7-38.33-mRNA-1	GO:0016746
UMM-S7-37.55-mRNA-1	GO:0016020
UMS-S7-37.66-mRNA-1	GO:0030170
UMM-S7-37.43-mRNA-1	GO:0005921
UMM-S7-37.54-mRNA-1	GO:0016020
UMM-S7-37.42-mRNA-1	GO:0005921
UMM-S7-37.20-mRNA-1	GO:0055085
UMM-S57-47.30-mRNA-1	GO:0016020
UMA-S7-37.9-mRNA-1	GO:0016020
UMM-S7-37.40-mRNA-1	GO:0007165
